Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
5/25/69	Midnight Cowboy	$3,600,000 	$44,785,053 	$44,785,053 
7/4/80	Airplane!	$3,500,000 	$83,453,539 	$83,453,539 
1/1/70	M*A*S*H	$3,500,000 	$81,600,000 	$81,600,000 
8/13/97	The Full Monty	$3,500,000 	$45,950,122 	$257,938,649 
5/26/93	Menace II Society	$3,500,000 	$27,731,527 	$27,731,527 
4/26/95	Friday	$3,500,000 	$27,467,564 	$27,936,778 
12/6/02	Empire	$3,500,000 	$17,504,595 	$18,495,444 
5/1/87	Creepshow 2	$3,500,000 	$14,000,000 	$14,000,000 
1/1/67	In Cold Blood	$3,500,000 	$13,000,000 	$13,000,000 
1/1/59	The Nun's Story	$3,500,000 	$12,800,000 	$12,800,000 
6/21/72	Frenzy	$3,500,000 	$12,600,000 	$12,600,000 
2/23/66	Harper	$3,500,000 	$12,000,000 	$12,000,000 
5/27/98	I Got the Hook-Up!	$3,500,000 	$10,317,779 	$10,317,779 
8/23/96	She's the One	$3,500,000 	$9,482,579 	$13,795,053 
1/1/80	Terror Train	$3,500,000 	$8,000,000 	$8,000,000 
11/6/98	Gods and Monsters	$3,500,000 	$6,451,628 	$6,451,628 
4/16/10	El secreto de sus ojos	$3,500,000 	$6,391,436 	$40,527,719 
3/13/87	Evil Dead II	$3,500,000 	$5,923,044 	$5,923,044 
7/3/85	Day of the Dead	$3,500,000 	$5,804,262 	$34,004,262 
6/29/01	Pootie Tang	$3,500,000 	$3,293,258 	$3,293,258 
4/19/00	La otra conquista	$3,500,000 	$886,410 	$886,410 
9/14/07	Ira and Abby	$3,500,000 	$221,096 	$221,096 
2/17/06	Winter Passing	$3,500,000 	$107,492 	$113,783 
3/25/05	D.E.B.S.	$3,500,000 	$96,793 	$96,793 
6/26/09	Surveillance	$3,500,000 	$27,349 	$1,396,395 
9/17/99	Taxman	$3,500,000 	$9,871 	$9,871 
11/7/06	Secret, The	$3,500,000 	$0 	$0 
6/24/05	La marche de l'empereur	$3,400,000 	$77,437,223 	$129,437,223 
12/23/77	High Anxiety	$3,400,000 	$31,063,038 	$31,063,038 
10/21/11	Margin Call	$3,400,000 	$5,353,586 	$17,872,206 
4/23/04	L'incomparable mademoiselle C.	$3,400,000 	$493,905 	$493,905 
7/11/08	August	$3,400,000 	$12,636 	$12,636 
10/26/07	Bella	$3,300,000 	$8,093,373 	$12,405,473 
1/17/03	Cidade de Deus	$3,300,000 	$7,563,397 	$32,059,295 
5/5/00	Human Traffic	$3,300,000 	$104,257 	$5,422,740 
12/29/06	The Dead Girl	$3,300,000 	$19,875 	$19,875 
11/18/83	A Christmas Story	$3,250,000 	$20,605,209 	$20,605,209 
8/20/82	Class of 1984	$3,250,000 	$6,965,361 	$6,965,361 
1/30/09	Entre les murs	$3,250,000 	$3,766,810 	$34,114,067 
10/29/99	Dreaming of Joseph Lees	$3,250,000 	$7,680 	$7,680 
6/12/68	Rosemary's Baby	$3,200,000 	$33,395,426 	$33,395,426 
1/1/62	The Man Who Shot Liberty Valance	$3,200,000 	$8,000,000 	$8,000,000 
7/16/04	Maria Full of Grace	$3,200,000 	$6,529,624 	$14,441,158 
6/3/11	Beginners	$3,200,000 	$5,790,894 	$11,564,267 
7/29/09	Adam	$3,200,000 	$2,277,396 	$2,828,590 
9/22/06	Feast	$3,200,000 	$56,131 	$341,808 
1/1/46	It's a Wonderful Life	$3,180,000 	$6,600,000 	$6,600,000 
7/19/96	Trainspotting	$3,100,000 	$16,501,785 	$24,000,785 
7/28/78	National Lampoon's Animal House	$3,000,000 	$141,600,000 	$141,600,000 
10/20/10	Paranormal Activity 2	$3,000,000 	$84,752,907 	$177,512,032 
6/7/13	The Purge	$3,000,000 	$64,473,115 	$91,099,711 
12/22/64	Goldfinger	$3,000,000 	$51,100,000 	$124,900,000 
10/12/12	Sinister	$3,000,000 	$48,086,903 	$87,727,807 
8/18/00	The Original Kings of Comedy	$3,000,000 	$38,168,022 	$38,236,338 
12/18/57	The Bridge on the River Kwai	$3,000,000 	$33,300,000 	$33,300,000 
1/1/78	Coming Home	$3,000,000 	$32,653,000 	$32,653,000 
11/20/98	Waking Ned Devine	$3,000,000 	$24,793,251 	$55,193,251 
8/1/97	Air Bud	$3,000,000 	$24,646,936 	$27,788,649 
10/11/02	Bowling for Columbine	$3,000,000 	$21,576,018 	$58,576,018 
11/1/85	A Nightmare On Elm Street Part 2: Freddy's Revenge	$3,000,000 	$21,163,999 	$21,163,999 
6/10/75	Love and Death	$3,000,000 	$20,123,742 	$20,123,742 
8/1/86	Friday the 13th Part VI: Jason Lives	$3,000,000 	$19,472,057 	$19,472,057 
8/2/02	Martin Lawrence Live: RunTelDat	$3,000,000 	$19,184,820 	$19,184,820 
1/1/60	The Apartment	$3,000,000 	$18,600,000 	$24,600,000 
2/15/02	Super Troopers	$3,000,000 	$18,492,362 	$23,046,142 
9/20/58	Cat on a Hot Tin Roof	$3,000,000 	$17,570,324 	$17,570,324 
5/26/70	Beneath the Planet of the Apes	$3,000,000 	$17,489,009 	$17,489,009 
4/6/01	Pokemon 3: The Movie	$3,000,000 	$17,052,128 	$68,452,128 
8/13/93	Jason Goes to Hell: The Final Friday	$3,000,000 	$15,935,068 	$15,935,068 
4/27/90	Spaced Invaders	$3,000,000 	$15,000,000 	$15,000,000 
4/9/76	Family Plot	$3,000,000 	$13,200,000 	$13,200,000 
7/16/66	Torn Curtain	$3,000,000 	$13,000,000 	$13,000,000 
3/3/06	Dave Chappelle's Block Party	$3,000,000 	$11,718,595 	$12,051,924 
10/25/85	Krush Groove	$3,000,000 	$11,052,713 	$11,052,713 
1/1/60	Elmer Gantry	$3,000,000 	$10,400,000 	$10,400,000 
5/8/09	Next Day Air	$3,000,000 	$10,027,047 	$10,172,519 
5/12/99	Trippin'	$3,000,000 	$9,017,070 	$9,017,070 
1/1/48	Red River	$3,000,000 	$9,012,000 	$9,012,000 
8/8/01	The Deep End	$3,000,000 	$8,823,109 	$10,091,739 
11/20/87	Teen Wolf Too	$3,000,000 	$7,888,000 	$7,888,000 
4/7/06	Phat Girlz	$3,000,000 	$7,061,128 	$7,301,080 
7/8/88	Phantasm II	$3,000,000 	$7,000,000 	$7,000,000 
10/18/02	Real Women Have Curves	$3,000,000 	$5,853,194 	$5,853,194 
8/28/81	Gallipoli	$3,000,000 	$5,732,587 	$5,732,587 
4/28/06	Water	$3,000,000 	$5,529,144 	$8,119,205 
4/14/00	East is East	$3,000,000 	$4,170,647 	$30,438,635 
9/1/00	Whipped	$3,000,000 	$4,142,507 	$4,142,507 
2/28/97	Kama Sutra	$3,000,000 	$4,109,095 	$4,109,095 
4/30/10	Please Give	$3,000,000 	$4,033,574 	$4,570,178 
6/30/71	Willy Wonka & the Chocolate Factory	$3,000,000 	$4,000,000 	$4,000,000 
9/24/93	Warlock: The Armageddon	$3,000,000 	$3,902,679 	$3,902,679 
4/18/97	8 Heads in a Duffel Bag	$3,000,000 	$3,602,884 	$4,002,884 
9/13/78	Days of Heaven	$3,000,000 	$3,446,749 	$3,660,880 
5/24/02	Thirteen Conversations About One Thing	$3,000,000 	$3,287,435 	$3,705,923 
2/19/99	Jawbreaker	$3,000,000 	$3,076,820 	$3,076,820 
8/9/96	Basquiat	$3,000,000 	$2,962,051 	$2,962,051 
2/24/06	Tsotsi	$3,000,000 	$2,912,606 	$11,537,539 
4/9/10	Letters to God	$3,000,000 	$2,848,587 	$2,908,902 
10/16/98	Happiness	$3,000,000 	$2,746,453 	$5,746,453 
4/4/03	DysFunkTional Family	$3,000,000 	$2,255,000 	$2,255,000 
5/6/11	Hobo with a Shotgun	$3,000,000 	$703,372 	$834,953 
1/15/10	Fish Tank	$3,000,000 	$374,675 	$5,922,292 
8/23/96	Freeway	$3,000,000 	$295,493 	$295,493 
10/6/06	Love's Abiding Joy	$3,000,000 	$252,726 	$252,726 
2/12/93	Braindead	$3,000,000 	$242,623 	$242,623 
10/1/10	Chain Letter	$3,000,000 	$205,842 	$635,842 
3/26/10	The Eclipse	$3,000,000 	$133,411 	$133,411 
3/21/08	The Grand	$3,000,000 	$115,879 	$115,879 
3/17/06	Sommersturm	$3,000,000 	$95,204 	$95,204 
8/4/99	The Gambler	$3,000,000 	$51,773 	$101,773 
10/13/00	Just Looking	$3,000,000 	$39,852 	$39,852 
1/13/12	The Divide	$3,000,000 	$18,000 	$18,000 
9/9/11	Tanner Hall	$3,000,000 	$5,073 	$5,073 
9/30/05	My Big Fat Independent Movie	$3,000,000 	$4,655 	$4,655 
7/28/51	Alice in Wonderland	$3,000,000 	$0 	$0 
2/15/50	Cinderella	$2,900,000 	$85,000,000 	$85,000,000 
11/20/98	Central do Brasil	$2,900,000 	$5,969,553 	$17,006,158 
1/1/61	Pocketful of Miracles	$2,900,000 	$5,000,000 	$5,000,000 
3/24/06	Boynton Beach Club	$2,900,000 	$3,127,472 	$3,127,472 
10/1/10	Freakonomics	$2,900,000 	$101,270 	$117,270 
3/29/59	Some Like it Hot	$2,883,848 	$25,000,000 	$25,000,000 
6/10/05	High Tension	$2,850,000 	$3,681,066 	$6,435,262 
12/15/74	Young Frankenstein	$2,800,000 	$86,300,000 	$86,300,000 
6/25/76	The Omen	$2,800,000 	$48,570,885 	$48,570,885 
7/22/05	Hustle & Flow	$2,800,000 	$22,202,809 	$23,563,727 
5/13/88	Friday the 13th Part VII: The New Blood	$2,800,000 	$19,170,001 	$19,170,001 
9/15/06	Artie Lange's Beer League	$2,800,000 	$475,000 	$475,000 
8/25/39	The Wizard of Oz	$2,777,000 	$33,711,566 	$33,711,566 
2/15/08	Diary of the Dead	$2,750,000 	$952,620 	$5,394,447 
10/17/79	The Black Stallion	$2,700,000 	$37,799,643 	$37,799,643 
6/13/97	Ulee's Gold	$2,700,000 	$9,054,736 	$15,600,000 
9/1/06	Lage Raho Munnabhai	$2,700,000 	$2,217,561 	$31,517,561 
12/31/08	Rejsen til Saturn	$2,700,000 	$0 	$2,783,634 
1/1/63	Donovan's Reef	$2,686,000 	$6,600,000 	$6,600,000 
1/16/98	The Dress	$2,650,000 	$16,556 	$16,556 
12/24/43	A Guy Named Joe	$2,627,000 	$5,363,000 	$5,363,000 
1/1/74	Blazing Saddles	$2,600,000 	$119,500,000 	$119,500,000 
4/13/84	Friday the 13th Part IV: The Final Chapter	$2,600,000 	$32,980,880 	$32,980,880 
7/9/04	Riding Giants	$2,600,000 	$2,276,368 	$3,216,111 
12/12/08	Los Cronocrímenes	$2,600,000 	$39,127 	$564,474 
12/7/07	Timber Falls	$2,600,000 	$0 	$0 
12/31/08	Silver Medalist	$2,600,000 	$0 	$0 
4/10/52	Singin' in the Rain	$2,540,000 	$7,200,000 	$7,200,000 
7/3/13	Kevin Hart: Let Me Explain	$2,500,000 	$32,244,051 	$32,244,051 
7/28/04	Garden State	$2,500,000 	$26,782,316 	$36,028,802 
10/4/96	That Thing You Do!	$2,500,000 	$25,857,416 	$34,557,416 
10/30/81	Halloween II	$2,500,000 	$25,533,818 	$25,533,818 
10/22/82	Halloween 3: Season of the Witch	$2,500,000 	$14,400,000 	$14,400,000 
10/1/08	Religulous	$2,500,000 	$13,011,160 	$13,136,074 
1/1/71	Escape from the Planet of the Apes	$2,500,000 	$12,300,000 	$12,300,000 
5/29/63	Hud	$2,500,000 	$10,000,000 	$10,000,000 
9/29/91	My Own Private Idaho	$2,500,000 	$6,401,336 	$6,401,336 
1/27/95	Before Sunrise	$2,500,000 	$5,274,005 	$5,274,005 
10/3/03	Sur Le Seuil	$2,500,000 	$2,013,052 	$2,013,052 
6/16/00	Jesus' Son	$2,500,000 	$1,282,084 	$1,687,548 
9/26/03	My Life Without Me	$2,500,000 	$432,360 	$9,476,113 
3/31/06	Marilyn Hotchkiss' Ballroom Dancing and Charm School	$2,500,000 	$349,132 	$497,195 
4/1/11	Super	$2,500,000 	$327,716 	$518,362 
4/17/09	Sleep Dealer	$2,500,000 	$80,136 	$108,907 
9/8/00	Anatomie	$2,500,000 	$9,598 	$9,598 
12/31/09	The Calling	$2,500,000 	$0 	$0 
10/16/96	Get on the Bus	$2,400,000 	$5,691,854 	$5,691,854 
1/5/07	Thr3e	$2,400,000 	$1,008,849 	$1,060,418 
7/25/07	This is England	$2,380,000 	$327,919 	$8,739,576 
1/1/44	Bathing Beauty	$2,361,000 	$3,500,000 	$3,500,000 
9/24/51	Show Boat	$2,300,000 	$11,000,000 	$11,000,000 
5/1/98	Dancer, Texas Pop. 81	$2,300,000 	$574,838 	$574,838 
8/26/11	Redemption Road	$2,300,000 	$29,384 	$29,384 
11/13/40	Fantasia	$2,280,000 	$83,320,000 	$83,320,000 
8/13/82	Friday the 13th Part 3	$2,250,000 	$36,690,067 	$36,690,067 
10/9/71	The French Connection	$2,200,000 	$41,158,757 	$41,158,757 
3/22/85	Friday the 13th Part V: A New Beginning	$2,200,000 	$21,930,418 	$21,930,418 
2/9/07	The Last Sin Eater	$2,200,000 	$388,390 	$388,390 
1/1/45	The Valley of Decision	$2,160,000 	$9,132,000 	$9,132,000 
11/21/46	The Best Years of Our Lives	$2,100,000 	$23,600,000 	$23,600,000 
7/13/01	Bully	$2,100,000 	$881,824 	$1,381,824 
5/29/02	Elling	$2,100,000 	$313,436 	$313,436 
7/14/09	[Rec]	$2,100,000 	$0 	$27,117,954 
9/30/11	Courageous	$2,000,000 	$34,522,221 	$35,185,884 
6/15/07	Nancy Drew	$2,000,000 	$25,584,685 	$30,703,845 
4/8/64	From Russia With Love	$2,000,000 	$24,800,000 	$78,900,000 
5/21/82	Mad Max 2: The Road Warrior	$2,000,000 	$24,600,832 	$24,600,832 
1/1/46	Notorious	$2,000,000 	$24,464,742 	$24,464,742 
8/2/67	In the Heat of the Night	$2,000,000 	$24,379,978 	$24,379,978 
12/17/73	Sleeper	$2,000,000 	$18,344,729 	$18,344,729 
8/11/72	Everything You Always Wanted to Know	$2,000,000 	$18,016,290 	$18,016,290 
12/25/62	To Kill A Mockingbird	$2,000,000 	$13,129,846 	$13,129,846 
10/20/00	The Legend of Drunken Master	$2,000,000 	$11,546,543 	$11,546,543 
10/8/99	Boys Don't Cry	$2,000,000 	$11,540,607 	$20,741,000 
2/9/07	Das Leben der Anderen	$2,000,000 	$11,284,657 	$81,197,047 
1/1/62	Lolita (1962)	$2,000,000 	$9,250,000 	$9,250,000 
1/1/40	Boom Town	$2,000,000 	$9,172,000 	$9,172,000 
10/11/13	Machete Kills	$2,000,000 	$8,008,161 	$9,408,161 
1/1/47	Gentleman's Agreement	$2,000,000 	$7,800,000 	$7,800,000 
9/25/61	The Hustler	$2,000,000 	$7,600,000 	$7,600,000 
12/31/86	Witchboard	$2,000,000 	$7,369,373 	$7,369,373 
11/26/03	Les Triplettes de Belleville	$2,000,000 	$7,301,288 	$14,440,113 
6/26/98	Smoke Signals	$2,000,000 	$6,719,300 	$7,756,617 
6/11/10	Winter's Bone	$2,000,000 	$6,531,503 	$16,131,552 
8/15/03	American Splendor	$2,000,000 	$6,003,587 	$8,685,632 
7/2/04	Before Sunset	$2,000,000 	$5,792,822 	$11,293,790 
3/30/01	Amores Perros	$2,000,000 	$5,383,834 	$20,883,834 
8/20/03	Thirteen	$2,000,000 	$4,601,043 	$6,302,406 
1/23/04	Touching the Void	$2,000,000 	$4,593,598 	$15,396,525 
10/8/10	Inside Job	$2,000,000 	$4,311,834 	$7,799,257 
1/1/38	Alexander's Ragtime Band	$2,000,000 	$4,000,000 	$4,000,000 
6/17/05	Me and You and Everyone We Know	$2,000,000 	$3,885,134 	$8,425,527 
11/10/06	Harsh Times	$2,000,000 	$3,337,931 	$6,225,304 
3/3/00	Ghost Dog: Way of the Samurai	$2,000,000 	$3,330,230 	$6,030,230 
8/2/02	Full Frontal	$2,000,000 	$2,512,846 	$3,438,804 
12/25/08	Waltz with Bashir	$2,000,000 	$2,283,849 	$11,125,664 
6/28/06	Strangers with Candy	$2,000,000 	$2,072,645 	$2,077,844 
10/4/06	Shortbus	$2,000,000 	$1,985,292 	$1,985,292 
5/2/08	Son of Rambow: A Home Movie	$2,000,000 	$1,785,505 	$10,573,083 
9/12/03	The Book of Mormon Movie, Volume 1: The Journey	$2,000,000 	$1,660,865 	$1,660,865 
5/12/00	Hamlet	$2,000,000 	$1,577,287 	$2,419,669 
7/27/07	No End In Sight	$2,000,000 	$1,433,319 	$1,433,319 
4/30/99	Get Real	$2,000,000 	$1,152,411 	$1,152,411 
9/7/07	In the Shadow of the Moon	$2,000,000 	$1,134,358 	$1,134,358 
4/8/11	Meek's Cutoff	$2,000,000 	$977,772 	$1,869,928 
2/11/05	Inside Deep Throat	$2,000,000 	$691,880 	$691,880 
9/28/01	Dinner Rush	$2,000,000 	$638,227 	$1,075,504 
9/24/10	The Virginity Hit	$2,000,000 	$636,706 	$636,706 
5/15/98	Clockwatchers	$2,000,000 	$537,948 	$539,961 
11/6/85	Subway	$2,000,000 	$390,659 	$1,663,296 
4/15/05	House of D	$2,000,000 	$388,532 	$466,106 
1/18/08	Teeth	$2,000,000 	$347,578 	$2,350,641 
7/26/96	Stonewall	$2,000,000 	$304,602 	$304,602 
9/8/06	Sherrybaby	$2,000,000 	$199,176 	$622,806 
9/18/98	Six-String Samurai	$2,000,000 	$134,624 	$134,624 
5/26/00	Hum to Mohabbt Karega	$2,000,000 	$121,807 	$121,807 
4/15/05	It's All Gone Pete Tong	$2,000,000 	$120,620 	$1,620,620 
1/29/10	Saint John of Las Vegas	$2,000,000 	$102,645 	$102,645 
4/15/98	24 7: Twenty Four Seven	$2,000,000 	$72,544 	$72,544 
10/24/08	Roadside Romeo	$2,000,000 	$55,202 	$2,046,090 
5/4/01	Eureka	$2,000,000 	$49,388 	$76,654 
7/18/03	This Thing of Ours	$2,000,000 	$37,227 	$37,227 
3/20/09	Super Capers	$2,000,000 	$30,955 	$30,955 
1/1/93	Return of the Living Dead 3	$2,000,000 	$21,000 	$21,000 
11/20/09	The Missing Person	$2,000,000 	$17,896 	$17,896 
2/10/06	London	$2,000,000 	$12,667 	$12,667 
6/11/10	Jerusalema	$2,000,000 	$7,294 	$7,294 
6/23/06	Say Uncle	$2,000,000 	$5,361 	$5,361 
9/9/11	Grave Encounters	$2,000,000 	$0 	$2,151,887 
12/10/04	Freeze Frame	$2,000,000 	$0 	$91,062 
3/30/12	The Legend of Hell's Gate: An American Conspiracy	$2,000,000 	$0 	$0 
8/12/27	Wings	$2,000,000 	$0 	$0 
7/7/07	Rockaway	$2,000,000 	$0 	$0 
4/28/71	Bananas	$2,000,000 	$0 	$0 
7/25/08	Man on Wire	$1,900,000 	$2,962,242 	$5,617,067 
10/8/10	Nowhere Boy	$1,900,000 	$1,445,366 	$7,785,229 
7/11/03	Northfork	$1,900,000 	$1,420,578 	$1,445,140 
6/3/11	Submarine	$1,900,000 	$467,602 	$4,581,937 
4/9/10	The Square	$1,900,000 	$406,216 	$684,214 
6/29/07	Chacun sa nuit	$1,900,000 	$18,435 	$18,435 
8/27/10	The Last Exorcism	$1,800,000 	$41,034,350 	$70,165,900 
11/16/76	Carrie	$1,800,000 	$25,878,153 	$25,878,153 
11/9/84	A Nightmare on Elm Street	$1,800,000 	$25,504,513 	$25,504,513 
6/27/12	Beasts of the Southern Wild	$1,800,000 	$12,795,746 	$21,080,058 
1/29/64	Dr. Strangelove	$1,800,000 	$9,164,370 	$9,164,370 
1/1/73	Battle for the Planet of the Apes	$1,800,000 	$8,800,000 	$8,800,000 
9/18/51	A Streetcar Named Desire	$1,800,000 	$8,000,000 	$8,000,000 
8/3/68	Hang 'em High	$1,800,000 	$6,800,000 	$6,800,000 
11/15/02	El crimen de padre Amaro	$1,800,000 	$5,719,000 	$5,719,000 
6/15/01	Songcatcher	$1,800,000 	$3,050,934 	$3,050,934 
8/23/11	Higher Ground	$1,800,000 	$841,056 	$859,182 
4/22/11	POM Wonderful Presents: The Greatest Movie Ever Sold	$1,800,000 	$638,476 	$638,476 
1/7/05	Travellers and Magicians	$1,800,000 	$506,793 	$1,058,893 
1/1/93	Ed and his Dead Mother	$1,800,000 	$673 	$673 
6/18/99	Run Lola Run	$1,750,000 	$7,267,324 	$14,533,173 
2/7/03	May	$1,750,000 	$145,540 	$497,339 
10/8/10	I Spit on Your Grave	$1,750,000 	$93,051 	$1,278,471 
11/23/01	In the Bedroom	$1,700,000 	$35,930,604 	$43,430,604 
1/1/72	Conquest of the Planet of the Apes	$1,700,000 	$9,700,000 	$9,700,000 
10/1/99	Happy, Texas	$1,700,000 	$2,039,192 	$2,891,228 
6/17/05	My Summer of Love	$1,700,000 	$1,000,915 	$4,951,476 
6/24/05	Yes	$1,700,000 	$396,035 	$661,221 
8/5/53	From Here to Eternity	$1,650,000 	$30,500,000 	$30,500,000 
1/1/38	You Can't Take It With You	$1,644,000 	$4,000,000 	$4,000,000 
4/9/99	Foolish	$1,600,000 	$6,026,908 	$6,026,908 
1/1/49	She Wore a Yellow Ribbon	$1,600,000 	$5,400,000 	$5,400,000 
4/7/74	The Conversation	$1,600,000 	$4,420,000 	$4,420,000 
10/15/10	N-Secure	$1,600,000 	$2,595,644 	$2,595,644 
2/1/08	Sukkar banat	$1,600,000 	$1,060,591 	$14,253,760 
12/31/89	Out of the Dark	$1,600,000 	$419,428 	$419,428 
1/27/06	Bubble	$1,600,000 	$145,382 	$145,382 
9/23/05	Dil Jo Bhi Kahey...	$1,600,000 	$129,319 	$129,319 
1/15/99	Mississippi Mermaid	$1,600,000 	$27,795 	$2,627,795 
11/4/05	I Love Your Work	$1,600,000 	$3,264 	$3,264 
4/1/11	Insidious	$1,500,000 	$54,009,150 	$99,870,886 
9/12/03	Cabin Fever	$1,500,000 	$21,158,188 	$30,351,664 
5/2/07	Waitress	$1,500,000 	$19,097,550 	$22,271,950 
9/8/89	Kickboxer	$1,500,000 	$14,533,681 	$14,533,681 
2/26/88	Bloodsport	$1,500,000 	$11,806,119 	$11,806,119 
1/1/39	Mr. Smith Goes To Washington	$1,500,000 	$9,000,000 	$9,000,000 
7/21/95	Kids	$1,500,000 	$7,412,216 	$20,412,216 
10/5/05	The Squid and the Whale	$1,500,000 	$7,372,734 	$11,191,423 
3/13/02	Kissing Jessica Stein	$1,500,000 	$7,025,722 	$8,831,884 
10/31/45	Spellbound	$1,500,000 	$7,000,000 	$7,000,000 
4/20/79	Dawn of the Dead	$1,500,000 	$5,100,000 	$55,000,000 
9/23/94	Exotica	$1,500,000 	$5,046,118 	$5,046,118 
7/26/13	The To Do List	$1,500,000 	$3,491,669 	$3,491,669 
2/1/13	The Gatekeepers	$1,500,000 	$2,408,553 	$2,408,553 
6/26/98	Buffalo '66	$1,500,000 	$2,380,606 	$2,380,606 
3/2/84	Repo Man	$1,500,000 	$2,300,000 	$2,300,000 
1/18/85	Blood Simple	$1,500,000 	$1,690,913 	$2,730,877 
4/19/02	Nueve Reinas	$1,500,000 	$1,222,889 	$12,412,889 
3/25/05	The Ballad of Jack and Rose	$1,500,000 	$712,294 	$1,126,258 
8/31/94	Killing Zoe	$1,500,000 	$418,953 	$418,953 
8/10/01	Session 9	$1,500,000 	$378,176 	$1,619,602 
8/19/11	Amigo	$1,500,000 	$184,705 	$184,705 
2/5/36	Modern Times	$1,500,000 	$163,245 	$163,245 
5/11/07	The Salon	$1,500,000 	$139,084 	$139,084 
3/22/02	Stolen Summer	$1,500,000 	$119,841 	$119,841 
9/28/05	Forty Shades of Blue	$1,500,000 	$75,828 	$172,569 
10/9/09	Trucker	$1,500,000 	$52,429 	$52,429 
5/29/09	Pontypool	$1,500,000 	$3,865 	$31,916 
6/3/11	The Lion of Judah	$1,500,000 	$0 	$0 
3/17/06	Fetching Cody	$1,500,000 	$0 	$0 
12/21/37	Snow White and the Seven Dwarfs	$1,488,000 	$184,925,485 	$184,925,485 
1/1/68	Shalako	$1,455,000 	$2,620,000 	$2,620,000 
4/29/05	Holy Girl	$1,400,000 	$304,124 	$1,261,792 
9/17/04	Incident at Loch Ness	$1,400,000 	$36,830 	$56,073 
8/21/01	Batman - The Movie	$1,377,800 	$0 	$0 
3/5/99	Lock, Stock and Two Smoking Barrels	$1,350,000 	$3,897,569 	$28,356,188 
8/19/83	The Ballad of Gregorio Cortez	$1,305,000 	$909,000 	$909,000 
6/26/36	San Francisco	$1,300,000 	$2,868,000 	$5,273,000 
10/9/98	Festen	$1,300,000 	$1,647,780 	$1,647,780 
10/11/96	Trees Lounge	$1,300,000 	$749,741 	$749,741 
5/22/09	The Girlfriend Experience	$1,300,000 	$695,840 	$1,005,840 
3/23/07	Journey from the Fall	$1,300,000 	$635,305 	$635,305 
5/5/00	The Basket	$1,300,000 	$609,042 	$609,042 
3/15/85	Def-Con 4	$1,300,000 	$210,904 	$210,904 
12/9/05	Neal n' Nikki	$1,300,000 	$100,358 	$329,621 
4/7/06	Simon	$1,300,000 	$4,055 	$1,738,663 
1/1/40	Rebecca	$1,288,000 	$6,000,000 	$6,000,000 
4/30/81	Friday the 13th Part 2	$1,250,000 	$21,722,776 	$21,722,776 
1/1/45	The Lost Weekend	$1,250,000 	$11,000,000 	$11,000,000 
8/31/84	C.H.U.D.	$1,250,000 	$4,700,000 	$4,700,000 
1/21/53	Niagara	$1,250,000 	$2,500,000 	$2,500,000 
10/28/41	How Green Was My Valley	$1,250,000 	$0 	$0 
9/26/75	The Rocky Horror Picture Show	$1,200,000 	$139,876,417 	$139,876,417 
10/29/04	Saw	$1,200,000 	$55,185,045 	$103,096,345 
8/4/89	Sex, Lies, and Videotape	$1,200,000 	$24,741,667 	$36,741,667 
2/22/02	Monsoon Wedding	$1,200,000 	$13,876,974 	$27,025,600 
11/10/00	You Can Count on Me	$1,200,000 	$9,180,275 	$11,142,665 
10/3/55	The Trouble With Harry	$1,200,000 	$7,000,000 	$7,000,000 
7/3/51	Strangers on a Train	$1,200,000 	$7,000,000 	$7,000,000 
12/29/67	Il buono, il brutto, il cattivo	$1,200,000 	$6,100,000 	$6,100,000 
3/4/03	The Day the Earth Stood Still	$1,200,000 	$3,700,000 	$3,700,000 
10/23/92	Reservoir Dogs	$1,200,000 	$2,832,029 	$2,832,029 
7/7/00	But I'm a Cheerleader	$1,200,000 	$2,205,627 	$2,629,191 
12/23/56	The Wrong Man	$1,200,000 	$2,000,000 	$2,000,000 
1/1/76	The Blue Bird	$1,200,000 	$887,000 	$887,000 
4/13/12	Blue Like Jazz	$1,200,000 	$595,018 	$595,018 
11/19/82	Q	$1,200,000 	$255,000 	$255,000 
3/21/03	Down & Out with the Dolls	$1,200,000 	$58,936 	$58,936 
6/18/04	Grand Theft Parsons	$1,200,000 	$0 	$0 
10/20/36	Charge of the Light Brigade, The	$1,200,000 	$0 	$0 
10/7/05	Waiting...	$1,125,000 	$16,124,543 	$18,634,543 
12/25/05	Wolf Creek	$1,100,000 	$16,186,348 	$27,966,624 
9/4/87	The Offspring	$1,100,000 	$1,355,728 	$1,355,728 
2/22/02	Sex with Strangers	$1,100,000 	$247,740 	$247,740 
5/18/12	Beyond the Black Rainbow	$1,100,000 	$56,491 	$56,491 
5/14/03	Dracula: Pages from a Virgin's Diary	$1,100,000 	$39,659 	$84,788 
4/7/09	Faith Like Potatoes	$1,100,000 	$0 	$0 
12/11/09	Rocket Singh: Salesman of the Year	$1,070,000 	$164,649 	$5,348,767 
1/23/43	Casablanca	$1,039,000 	$10,462,500 	$10,462,500 
11/21/76	Rocky	$1,000,000 	$117,235,147 	$225,000,000 
1/6/12	The Devil Inside	$1,000,000 	$53,261,944 	$101,758,489 
10/7/63	Tom Jones	$1,000,000 	$37,600,000 	$37,600,000 
2/8/76	Taxi Driver	$1,000,000 	$28,262,574 	$28,262,574 
2/1/80	The Fog	$1,000,000 	$21,378,361 	$21,378,361 
